seq_global,Order_ID,priority_score,risk_level,y_pred,Vehicle,Traffic,Order_Period,Area,Category,Drop_Latitude,Drop_Longitude
1146,emce403029319,2.02,high,120.88805067229264,motorcycle ,Low ,Night,Metropolitian ,Cosmetics,19.286269,72.946721
1147,pamo622228606,2.02,high,187.8984266911544,motorcycle ,Jam ,Night,Metropolitian ,Shoes,21.303493,72.931953
1148,paqi308050917,2.02,high,84.54205131148792,scooter ,Jam ,Night,Urban ,Shoes,18.673481,73.865901
1149,ajvg517178594,2.02,high,193.14908021813145,motorcycle ,Jam ,Night,Metropolitian ,Home,23.464878,85.425739
1150,iszf598938563,2.02,high,108.02683990856524,scooter ,Jam ,Night,Metropolitian ,Jewelry,21.28276,72.908059
1151,exkt169990476,2.02,high,192.1499600830309,motorcycle ,Jam ,Night,Metropolitian ,Kitchen,22.82806,75.9734
1152,syff120174810,2.02,high,109.89922881702812,scooter ,Low ,Night,Urban ,Books,17.501477,78.47035
1153,cnvu229887485,2.02,high,197.34296256684848,motorcycle ,Jam ,Night,Metropolitian ,Pet Supplies,19.084237,72.915553
1154,rawf346576420,2.02,high,106.11005461980427,scooter ,Low ,Night,Metropolitian ,Pet Supplies,12.453994,76.756167
1155,pgya291438299,2.02,high,200.9293833546188,motorcycle ,Jam ,Night,Metropolitian ,Electronics,0.11,0.11
1156,lvlk414949394,2.02,high,178.02282081750127,motorcycle ,Jam ,Night,Metropolitian ,Toys,21.273434,72.904492
1157,rlbx759892063,2.02,high,131.43875564101145,motorcycle ,Jam ,Night,Metropolitian ,Shoes,21.266884,72.873616
1158,jgug607810044,2.02,high,190.71459068653323,scooter ,Jam ,Night,Metropolitian ,Apparel,18.683481,73.875901
1159,cadf552182650,2.02,high,110.24409349243535,motorcycle ,Low ,Early Morning,Metropolitian ,Jewelry,12.372058,76.62665
1160,vbyn252301852,2.02,high,111.18423374118036,motorcycle ,Low ,Early Morning,Metropolitian ,Cosmetics,0.01,0.01
1161,lvnv966329524,2.02,high,101.38039955211444,motorcycle ,High ,Afternoon,Urban ,Snacks,13.015996,80.261898
1162,xmfi645780271,2.02,high,108.5378144416532,motorcycle ,Low ,Early Morning,Metropolitian ,Home,12.307954,76.675169
1163,nbya042264513,2.02,high,85.98179305268607,scooter ,High ,Morning,Other,Books,21.180437,72.794209
1164,lgir349660238,2.02,high,188.66995037377484,motorcycle ,Jam ,Night,Metropolitian ,Home,13.119198,77.660997
1165,xlds551771026,2.02,high,199.314004492144,motorcycle ,Jam ,Night,Metropolitian ,Kitchen,19.23663,72.939976
1166,xgoe242209362,2.02,high,96.9428265226522,motorcycle ,Jam ,Night,Urban ,Skincare,11.096298,77.052076
1167,fxse189406163,2.02,high,152.10782953583896,motorcycle ,High ,Morning,Metropolitian ,Kitchen,18.603481,73.795901
1168,ixri077569550,2.02,high,192.72898040904192,scooter ,Low ,Night,Metropolitian ,Apparel,12.994264,77.7584
1169,mbgi896079589,2.02,high,190.0402910720692,motorcycle ,Jam ,Night,Metropolitian ,Kitchen,17.518294,78.494423
1170,nlqb119929438,2.02,high,183.1332932782445,motorcycle ,Jam ,Night,Metropolitian ,Toys,23.443017,85.4272
1171,tcib309962118,2.02,high,178.01187393298082,motorcycle ,Jam ,Night,Metropolitian ,Apparel,13.174181,80.346442
1172,pspp986024367,2.02,high,167.3275780394001,motorcycle ,High ,Morning,Metropolitian ,Outdoors,19.14114,72.823074
1173,gzxz130283478,2.02,high,187.89075743270945,motorcycle ,High ,Morning,Metropolitian ,Shoes,12.319524,76.66262
1174,avrq295092692,2.02,high,198.34507666002,motorcycle ,Jam ,Night,Metropolitian ,Clothing,23.546792,85.446842
1175,gort891076948,2.02,high,199.1228680255514,motorcycle ,Jam ,Night,Metropolitian ,Sports,21.279669,72.902629
1176,achp082457216,2.02,high,131.7275806065625,motorcycle ,Jam ,Night,Metropolitian ,Skincare,26.846536,75.917333
1177,yjud876143220,2.02,high,118.72754843191426,motorcycle ,High ,Afternoon,Metropolitian ,Sports,21.225047,72.84859
1178,ihca465979177,2.02,high,185.4067974653127,motorcycle ,Jam ,Night,Metropolitian ,Sports,13.088453,77.753685
1179,opgc260797063,2.02,high,111.86178605035602,motorcycle ,High ,Morning,Metropolitian ,Cosmetics,18.549299,73.907902
1180,fsqv270856251,2.02,high,138.5270545077862,motorcycle ,Low ,Early Morning,Metropolitian ,Home,26.921927,75.807282
1181,twyc440481910,2.02,high,105.17431234080998,motorcycle ,Low ,Morning,Metropolitian ,Toys,12.933041,77.703237
1182,tvlm080301730,2.02,high,149.03248527813483,scooter ,High ,Morning,Metropolitian ,Apparel,11.020762,77.001876
1183,atxa703065025,2.02,high,237.7703416781184,motorcycle ,Jam ,Night,Metropolitian ,Jewelry,23.463017,85.4472
1184,exlm680160754,2.02,high,129.9069381883957,motorcycle ,Jam ,Night,Metropolitian ,Toys,13.117018,80.344791
1185,ammq597359845,2.02,high,134.99759965548142,motorcycle ,Jam ,Night,Metropolitian ,Skincare,13.095801,80.340744
1186,coik051047423,2.02,high,116.11052364366324,motorcycle ,High ,Morning,Metropolitian ,Home,22.771593,75.896362
1187,mvcz998818650,2.02,high,208.47508678179813,scooter ,Jam ,Night,Metropolitian ,Pet Supplies,11.111278,77.085017
1188,wpjx062037199,2.02,high,185.02286916366936,motorcycle ,High ,Morning,Metropolitian ,Home,26.931378,75.809034
1189,fusc624542088,2.02,high,186.75711563486303,motorcycle ,Jam ,Night,Metropolitian ,Pet Supplies,13.196762,80.381865
1190,uavl345029402,2.02,high,134.56946443765435,motorcycle ,Jam ,Night,Urban ,Home,13.144181,80.316442
1191,itrr444215551,2.02,high,106.47042091849596,motorcycle ,Low ,Early Morning,Urban ,Shoes,22.330526,73.190937
1192,sjkq535759726,2.02,high,111.13053401465498,scooter ,Jam ,Night,Metropolitian ,Sports,23.444422,85.4229
1193,tqex812753406,2.02,high,181.9003033681124,motorcycle ,Jam ,Night,Urban ,Pet Supplies,11.13091,77.050432
1194,ybds941115193,2.02,high,146.81102666268907,motorcycle ,Low ,Morning,Metropolitian ,Sports,13.059645,80.252268
1195,owtc020995171,2.02,high,179.48005532791697,motorcycle ,Jam ,Night,Metropolitian ,Home,13.079934,77.829386
1196,tgas262899456,2.02,high,110.03361783245664,motorcycle ,Low ,Night,Metropolitian ,Skincare,0.13,0.13
1197,ngjg305342294,2.02,high,85.61720386864685,motorcycle ,Low ,Night,Metropolitian ,Home,23.481058,85.455731
1198,mkoj875492553,2.02,high,188.9760780009537,motorcycle ,Jam ,Night,Urban ,Books,21.265104,72.894342
1199,ozei954401267,2.02,high,109.28691786292352,van,Jam ,Night,Metropolitian ,Shoes,0.13,0.13
1200,bsxf196889097,2.02,high,83.4411194360497,motorcycle ,Low ,Night,Metropolitian ,Books,21.239569,72.862697
1201,cvtv187193140,2.02,high,126.71211212778982,motorcycle ,Low ,Night,Metropolitian ,Books,21.280798,72.900489
1202,reyk957479429,2.02,high,109.4486908987887,scooter ,Low ,Night,Metropolitian ,Apparel,27.03294,75.923007
1203,iaih932085353,2.02,high,163.6151173583357,motorcycle ,Low ,Night,Metropolitian ,Home,13.045662,77.72413
1204,pvoo107929506,2.02,high,192.1039978251284,motorcycle ,Jam ,Night,Metropolitian ,Outdoors,18.624382,73.868206
1205,bgoc887541182,2.02,high,100.66594638976952,motorcycle ,Low ,Morning,Urban ,Cosmetics,23.426792,85.326842
1206,pkji950116030,2.02,high,110.84832390175193,scooter ,Low ,Night,Metropolitian ,Home,27.001191,75.912083
1207,ants227802890,2.02,high,172.1077784867996,motorcycle ,Low ,Night,Metropolitian ,Books,19.171458,72.907808
1208,grjs094080688,2.02,high,167.64485008064793,motorcycle ,Low ,Night,Metropolitian ,Shoes,17.530851,78.459347
1209,qzzi522800556,2.02,high,110.20425380088903,van,Jam ,Night,Metropolitian ,Pet Supplies,12.420972,76.769264
1210,iggi288085988,2.02,high,183.10940967181372,scooter ,Jam ,Night,Urban ,Pet Supplies,23.459746,85.42982
1211,ztmn173611579,2.02,high,114.11249356510902,scooter ,Jam ,Night,Metropolitian ,Shoes,0.09,0.09
1212,gtio798069207,2.02,high,201.5718419787126,motorcycle ,Jam ,Night,Metropolitian ,Snacks,11.09185,77.101082
1213,tkpl700116507,2.02,high,120.01756805368196,motorcycle ,Medium ,Afternoon,Metropolitian ,Sports,13.019096,77.680625
1214,tnvb117266874,2.02,high,133.11411300392393,motorcycle ,Jam ,Night,Metropolitian ,Electronics,11.092169,77.069594
1215,wikc892217533,2.02,high,104.55826386992725,scooter ,Medium ,Afternoon,Metropolitian ,Snacks,0.04,0.04
1216,mluj019697342,2.02,high,104.90446006637328,scooter ,Medium ,Afternoon,Urban ,Apparel,11.062477,77.035667
1217,tudx214827008,2.02,high,199.68419936395225,motorcycle ,Jam ,Night,Metropolitian ,Home,18.723481,73.915901
1218,accq452230322,2.02,high,77.50119857983535,motorcycle ,Low ,Night,Metropolitian ,Shoes,18.673481,73.865901
1219,llot589721713,2.02,high,189.0751393139103,motorcycle ,Jam ,Night,Urban ,Clothing,22.721847,75.951991
1220,zmln422239541,2.02,high,143.61219313875145,motorcycle ,Low ,Night,Metropolitian ,Home,27.026431,75.846649
1221,rbga577975770,2.02,high,158.60660182015823,motorcycle ,Low ,Night,Metropolitian ,Pet Supplies,0.13,0.13
1222,ztcn812450683,2.02,high,124.15141795522182,motorcycle ,Low ,Night,Metropolitian ,Clothing,18.626258,73.984337
1223,eddw455533484,2.02,high,182.560897020148,motorcycle ,Jam ,Night,Urban ,Pet Supplies,0.07,0.07
1224,mcjf712225168,2.02,high,84.33325051756204,motorcycle ,Low ,Night,Metropolitian ,Electronics,18.68144,73.934855
1225,jmqn050887037,2.02,high,148.86349756513758,van,Low ,Night,Metropolitian ,Sports,23.526792,85.426842
1226,ljij410102252,2.02,high,99.99171145927455,motorcycle ,Jam ,Night,Other,Skincare,12.394569,76.733622
1227,iyjc045643023,2.02,high,214.4017447697864,scooter ,Jam ,Night,Metropolitian ,Jewelry,22.805207,75.976059
1228,wvrw273690017,2.02,high,192.1199608590049,scooter ,Jam ,Night,Metropolitian ,Home,18.64245,73.996619
1229,yczt048974178,2.02,high,124.0821664082608,motorcycle ,Jam ,Night,Metropolitian ,Books,0.11,0.11
1230,ackm679950679,2.02,high,180.18056667855203,motorcycle ,Jam ,Night,Urban ,Outdoors,27.021191,75.932083
1231,iutx699658471,2.02,high,185.53057095908565,motorcycle ,Jam ,Night,Urban ,Home,27.03294,75.923007
1232,iqhd058164187,2.02,high,131.78951288571577,motorcycle ,Jam ,Night,Metropolitian ,Outdoors,11.146298,77.102076
1233,qixx135532184,2.02,high,195.3284679527813,motorcycle ,Jam ,Night,Urban ,Toys,17.532819,78.559578
1234,oaie821513242,2.02,high,116.40963945090787,scooter ,Jam ,Night,Metropolitian ,Sports,0.13,0.13
1235,dgbp529598420,2.02,high,190.43411393460656,motorcycle ,Jam ,Night,Metropolitian ,Cosmetics,13.137018,80.364791
1236,zjzi138611767,2.02,high,147.26895582720908,scooter ,Low ,Night,Metropolitian ,Skincare,18.682718,73.863572
1237,ciiu507888693,2.02,high,112.63043482132176,scooter ,Low ,Night,Metropolitian ,Sports,12.395461,76.702278
1238,xtyi495248689,2.02,high,189.2260924587616,scooter ,Jam ,Night,Metropolitian ,Home,22.45,73.3
1239,intd941914908,2.02,high,82.99549176258863,motorcycle ,Low ,Morning,Urban ,Clothing,21.195104,72.824342
1240,gkeq989550992,2.02,high,117.1481351086332,motorcycle ,Jam ,Night,Urban ,Cosmetics,13.016229,77.706791
1241,czre286989350,2.02,high,155.39921788168016,motorcycle ,Low ,Night,Metropolitian ,Kitchen,26.979596,75.930512
1242,vkcz632563789,2.02,high,79.11679653283318,motorcycle ,Low ,Night,Metropolitian ,Jewelry,21.273434,72.904492
1243,dwvx962492294,2.02,high,114.55617466586835,motorcycle ,Jam ,Night,Urban ,Toys,17.541668,78.518321
1244,whbz695724721,2.02,high,86.18208523343836,motorcycle ,Low ,Night,Urban ,Books,21.250437,72.864209
1245,gusm722780325,2.02,high,79.73301073520132,motorcycle ,Low ,Night,Metropolitian ,Skincare,11.116686,77.061736
1246,ivty134443856,2.02,high,207.87431071529977,motorcycle ,Jam ,Night,Metropolitian ,Books,13.069496,77.755999
1247,yuhz395015036,2.02,high,193.39337175127736,motorcycle ,Jam ,Night,Metropolitian ,Clothing,13.128616,80.334151
1248,yeak884286010,2.02,high,107.81178583693698,scooter ,Jam ,Night,Metropolitian ,Snacks,27.032908,75.922934
1249,fuuc153199350,2.02,high,130.33834914367162,motorcycle ,Jam ,Night,Metropolitian ,Books,13.105377,77.826664
1250,wpti611774708,2.02,high,200.6406437412054,scooter ,Jam ,Night,Metropolitian ,Skincare,17.553216,78.622111
1251,lpte841515119,2.02,high,199.4131455672059,van,Jam ,Night,Metropolitian ,Pet Supplies,17.540371,78.567225
1252,idpz885075332,2.02,high,109.5079701130619,scooter ,Low ,Night,Metropolitian ,Sports,22.815536,75.963106
1253,zzvr964517684,2.02,high,112.26766642618036,motorcycle ,Medium ,Afternoon,Metropolitian ,Books,13.012793,80.289982
1254,niuo140094952,2.02,high,110.61253223527162,scooter ,Jam ,Night,Metropolitian ,Clothing,19.384567,72.978923
1255,ruew127252272,2.02,high,108.39303852964044,scooter ,Jam ,Night,Urban ,Jewelry,17.56971,78.478855
1256,yqtc851699980,2.02,high,202.9499634998416,motorcycle ,Jam ,Night,Metropolitian ,Sports,12.417978,76.696792
1257,ldfr027910517,2.02,high,185.4721192100768,scooter ,Jam ,Night,Metropolitian ,Electronics,0.11,0.11
1258,lczs757806845,2.02,high,73.26698926331075,motorcycle ,Low ,Night,Urban ,Snacks,13.043298,77.724293
1259,ewzk113230427,2.02,high,200.5964263420309,motorcycle ,Jam ,Night,Metropolitian ,Apparel,22.812225,75.954765
1260,wuyc124789250,2.02,high,139.9138085911527,motorcycle ,Low ,Morning,Metropolitian ,Cosmetics,23.373783,85.346967
1261,nukt728553759,2.02,high,108.8447589710116,scooter ,Low ,Night,Metropolitian ,Apparel,13.065377,77.786664
1262,tboh870850321,2.02,high,80.23266745784113,motorcycle ,Low ,Night,Other,Electronics,22.875536,76.023106
1263,jriv871279340,2.02,high,102.40822651701625,scooter ,Low ,Night,Urban ,Apparel,21.300798,72.920489
1264,army390819187,2.02,high,119.23197887458512,motorcycle ,Jam ,Night,Metropolitian ,Skincare,0.13,0.13
1265,xxkn444799020,2.02,high,87.26563328403772,motorcycle ,Low ,Night,Metropolitian ,Sports,0.13,0.13
1266,itdi360890843,2.02,high,118.38157208865437,motorcycle ,Jam ,Night,Metropolitian ,Skincare,13.064179,77.745797
1267,itiy437067318,2.02,high,204.3641379397305,scooter ,Jam ,Night,Urban ,Books,17.491028,78.409645
1268,jzvi406661235,2.02,high,158.46821763051912,motorcycle ,Low ,Night,Metropolitian ,Apparel,19.268321,72.924715
1269,sdyv638832372,2.02,high,123.30152141048347,motorcycle ,Jam ,Night,Urban ,Cosmetics,18.633626,73.995101
1270,vrcm997641477,2.02,high,87.15946919097227,motorcycle ,Low ,Early Morning,Metropolitian ,Apparel,22.771857,75.886699
1271,qpco171207719,2.02,high,204.6718842615875,motorcycle ,Jam ,Night,Metropolitian ,Books,22.841234,75.97949
1272,arwv147084876,2.02,high,127.61443206621416,motorcycle ,Jam ,Night,Metropolitian ,Pet Supplies,13.132394,80.352439
1273,prlq853667562,2.02,high,83.87399943572825,motorcycle ,Low ,Morning,Urban ,Home,17.493216,78.562111
1274,cwpa313852993,2.02,high,201.0383831780433,motorcycle ,Jam ,Night,Metropolitian ,Toys,26.981927,75.867282
1275,vqgs712845286,2.02,high,127.481990407516,motorcycle ,Jam ,Night,Metropolitian ,Snacks,0.11,0.11
1276,ygya437994720,2.02,high,177.01980560700693,scooter ,Jam ,Night,Metropolitian ,Snacks,12.446967,76.733067
1277,pfeb076088840,2.02,high,231.01003535112287,motorcycle ,Jam ,Night,Semi-Urban ,Kitchen,23.449033,85.415347
1278,zfse819451842,2.02,high,106.76360214209086,motorcycle ,Low ,Morning,Urban ,Jewelry,12.953298,77.634293
1279,mtvt631842200,2.02,high,110.76581315789804,scooter ,Jam ,Night,Metropolitian ,Pet Supplies,17.492819,78.519578
1280,lsgj451070401,2.02,high,198.3985551783503,motorcycle ,Jam ,Night,Urban ,Jewelry,13.044365,77.726155
1281,yrzh518518776,2.02,high,108.0572305774278,van,Low ,Night,Urban ,Jewelry,18.663481,73.855901
1282,bbkm881970624,2.02,high,226.83124683044548,motorcycle ,Jam ,Night,Metropolitian ,Outdoors,19.133517,72.95765
1283,jbbv144934129,2.02,high,110.42809990756528,scooter ,Low ,Night,Metropolitian ,Snacks,17.510448,78.498213
1284,dbja800656619,2.02,high,189.23365779794463,scooter ,Jam ,Night,Metropolitian ,Toys,17.48233,78.519654
1285,tmjz184821138,2.02,high,81.49014479318683,motorcycle ,Low ,Morning,Metropolitian ,Cosmetics,17.443809,78.396744
1286,epxl328736598,2.02,high,80.26972342482973,scooter ,Medium ,Afternoon,Urban ,Home,23.399194,85.365447
1287,ppxm464326154,2.02,high,106.21973265918444,scooter ,Low ,Night,Metropolitian ,Sports,11.151278,77.125017
1288,ylnn725995415,2.02,high,83.06123697582925,motorcycle ,Low ,Night,Metropolitian ,Snacks,0.11,0.11
1289,zdic002651358,2.02,high,185.32366165785405,motorcycle ,Jam ,Night,Urban ,Skincare,11.095083,77.085393
1290,jmoa337591376,2.02,high,190.5792282772,motorcycle ,Jam ,Night,Metropolitian ,Electronics,13.154694,80.37147
1291,olfo193697573,2.02,high,203.5929993574943,motorcycle ,Jam ,Night,Metropolitian ,Books,19.21663,72.919976
1292,cgny532913545,2.02,high,117.49568952035608,motorcycle ,Low ,Night,Metropolitian ,Toys,23.439033,85.405347
1293,uxtm759566906,2.02,high,111.16487586636224,scooter ,Low ,Night,Metropolitian ,Electronics,17.520371,78.547225
1294,xlzu991317248,2.02,high,83.91520398610264,motorcycle ,Low ,Night,Metropolitian ,Books,17.580851,78.509347
1295,ngdm053835596,2.02,high,182.2183850142972,scooter ,Jam ,Night,Metropolitian ,Clothing,17.554114,78.477554
1296,xcdu738702582,2.02,high,205.8223677718292,motorcycle ,Jam ,Night,Metropolitian ,Outdoors,17.570827,78.523391
1297,tvlu626558045,2.02,high,183.02363763114656,motorcycle ,Jam ,Night,Metropolitian ,Jewelry,17.548263,78.507865
1298,fzjt964177817,2.02,high,113.36315528708788,motorcycle ,Low ,Morning,Metropolitian ,Home,22.748163,75.904212
1299,puqz300117493,2.02,high,105.5895795657008,motorcycle ,Low ,Late Night,Metropolitian ,Snacks,22.80806,75.9534
1300,jigc821561720,2.02,high,204.2578781701778,scooter ,Jam ,Night,Metropolitian ,Pet Supplies,0.11,0.11
1301,dwnh519656346,2.02,high,110.88778237992138,motorcycle ,Medium ,Afternoon,Metropolitian ,Books,23.409746,85.37982
1302,matv338483346,2.02,high,96.75552490563044,motorcycle ,Medium ,Afternoon,Urban ,Electronics,22.351603,73.205012
1303,smgn318905021,2.02,high,128.46543501696317,motorcycle ,Jam ,Night,Metropolitian ,Jewelry,22.875536,76.023106
1304,xdrl752181285,2.02,high,85.14611342985694,motorcycle ,Low ,Night,Metropolitian ,Skincare,0.09,0.09
1305,hvdo430985885,2.02,high,108.34600311495312,motorcycle ,Low ,Morning,Metropolitian ,Home,22.661847,75.891991
1306,nymu234606643,2.02,high,110.64502500097504,scooter ,Jam ,Night,Metropolitian ,Skincare,23.439407,85.405055
1307,dzpx634253283,2.02,high,73.90238607957396,motorcycle ,Low ,Night,Urban ,Toys,22.41,73.26
1308,vrnh319877503,2.02,high,182.0980602209984,scooter ,Jam ,Night,Metropolitian ,Pet Supplies,22.834648,75.984377
1309,wmkz557649002,2.02,high,134.0226630360969,motorcycle ,Jam ,Night,Metropolitian ,Skincare,19.221141,72.903074
1310,qaxi372220713,2.02,high,111.18136867609472,motorcycle ,High ,Afternoon,Metropolitian ,Toys,0.04,0.04
1311,ceqn917513577,2.02,high,114.66609817788412,motorcycle ,Low ,Night,Urban ,Apparel,26.971191,75.882083
1312,jtxq729565929,2.02,high,127.29353183999964,motorcycle ,Jam ,Night,Metropolitian ,Pet Supplies,12.984264,77.7484
1313,lyuh360433161,2.02,high,188.68055740276392,scooter ,Jam ,Night,Metropolitian ,Home,11.101278,77.075017
1314,pyoq177938869,2.02,high,111.44539675403246,scooter ,Jam ,Night,Metropolitian ,Sports,22.891226,76.017522
1315,ixrd077826038,2.02,high,121.23229451625116,scooter ,High ,Morning,Metropolitian ,Outdoors,13.047018,80.274791
1316,wmzp713496643,2.02,high,204.3724643763212,scooter ,Jam ,Night,Urban ,Books,17.490371,78.517225
1317,oakn695906175,2.02,high,206.6417409125642,scooter ,Jam ,Night,Metropolitian ,Books,12.393194,76.700583
1318,teug381705083,2.02,high,187.9234240238545,motorcycle ,Jam ,Night,Metropolitian ,Skincare,11.113669,77.086494
1319,scxk255628752,2.02,high,197.517081835691,motorcycle ,Jam ,Night,Metropolitian ,Shoes,12.431214,76.731094
1320,jvhn031418828,2.02,high,165.25665073260848,motorcycle ,High ,Afternoon,Metropolitian ,Jewelry,11.041753,77.026241
1321,patr674789205,2.02,high,131.6330033482153,motorcycle ,Jam ,Night,Metropolitian ,Sports,12.354747,76.695861
1322,vzln654809625,2.02,high,119.57949613965565,motorcycle ,High ,Afternoon,Metropolitian ,Apparel,22.351603,73.205012
1323,yktz030382039,2.02,high,198.94468627991736,motorcycle ,Jam ,Night,Metropolitian ,Shoes,21.243493,72.871953
1324,mrht642148519,2.02,high,96.23107419159656,motorcycle ,High ,Morning,Urban ,Toys,22.755536,75.903106
1325,lzfd412792427,2.02,high,187.654220057444,motorcycle ,High ,Afternoon,Urban ,Books,22.801593,75.926362
1326,qybt230314354,2.02,high,77.80781469289525,motorcycle ,Low ,Night,Urban ,Toys,19.266269,72.926721
1327,jiko369131730,2.02,high,169.94860181027835,motorcycle ,High ,Afternoon,Metropolitian ,Pet Supplies,22.772225,75.914765
1328,wgma676904733,2.02,high,127.82202045696869,motorcycle ,Jam ,Night,Metropolitian ,Outdoors,19.190083,72.977385
1329,kebx643846338,2.02,high,198.96910483787823,motorcycle ,Jam ,Night,Metropolitian ,Jewelry,13.106286,80.355235
1330,fogx082918857,2.02,high,111.53607931352448,scooter ,High ,Afternoon,Metropolitian ,Pet Supplies,26.94294,75.833007
1331,ommc742585243,2.02,high,121.0205872563624,motorcycle ,Jam ,Night,Urban ,Cosmetics,19.185831,72.963984
1332,hrkl470267474,2.02,high,94.4861226688102,motorcycle ,Low ,Morning,Urban ,Electronics,12.309524,76.65262
1333,nexg005775613,2.02,high,126.56713906128957,motorcycle ,Jam ,Night,Urban ,Kitchen,13.154181,80.326442
1334,teru681757560,2.02,high,186.1923108522318,motorcycle ,Jam ,Night,Metropolitian ,Apparel,26.981927,75.867282
1335,albc037059992,2.02,high,84.1171571889508,scooter ,Jam ,Night,Metropolitian ,Clothing,17.585894,78.505467
1336,qevc421807792,2.02,high,120.37465823565516,motorcycle ,Jam ,Night,Urban ,Toys,23.461058,85.435731
1337,ewut726174881,2.02,high,109.69988180836658,scooter ,Low ,Night,Metropolitian ,Toys,22.39279,73.250283
1338,jmfs372875091,2.02,high,186.45475107187127,motorcycle ,Jam ,Night,Metropolitian ,Sports,17.500371,78.527225
1339,qbir445463508,2.02,high,86.68267017874574,motorcycle ,Low ,Morning,Metropolitian ,Pet Supplies,13.101809,80.229104
1340,smxt241464161,2.02,high,201.4530696879177,motorcycle ,Jam ,Night,Metropolitian ,Books,23.439033,85.405347
1341,cuho634092415,2.02,high,108.62369850777472,motorcycle ,Low ,Night,Metropolitian ,Toys,13.105996,80.351898
1342,zech022820592,2.02,high,146.51540750943985,motorcycle ,Low ,Early Morning,Metropolitian ,Apparel,11.020375,76.96295
1343,fakz515425358,2.02,high,157.57055035561942,scooter ,Jam ,Night,Metropolitian ,Skincare,19.124237,72.955553
1344,oiid246093342,2.02,high,84.8850830655209,motorcycle ,Low ,Night,Metropolitian ,Pet Supplies,11.134839,77.117003
1345,vnis489130192,2.02,high,107.98539986941864,scooter ,Low ,Night,Metropolitian ,Shoes,17.54233,78.579654
1346,vuyw247013620,2.02,high,131.17183947721392,motorcycle ,Jam ,Night,Metropolitian ,Electronics,11.096298,77.052076
1347,rhqf724339952,2.02,high,107.01498100821328,van,Jam ,Night,Metropolitian ,Shoes,0.08,0.08
1348,ykqn856125295,2.02,high,180.19333660166623,scooter ,Jam ,Night,Other,Pet Supplies,13.082161,77.706014
1349,mfai542774074,2.02,high,108.39073518440064,scooter ,Low ,Night,Metropolitian ,Toys,23.464422,85.4429
1350,hyvo240160884,2.02,high,208.4461240954604,motorcycle ,Jam ,Night,Metropolitian ,Pet Supplies,12.986229,77.676791
1351,qoba696302441,2.02,high,153.89924634591952,motorcycle ,Low ,Night,Metropolitian ,Jewelry,21.23276,72.858059
1352,avpu995977691,2.02,high,124.44865909603172,motorcycle ,High ,Morning,Metropolitian ,Electronics,11.011852,76.986268
1353,vyxd500925203,2.02,high,114.22463061178718,scooter ,Low ,Morning,Urban ,Pet Supplies,22.317898,73.177788
1354,cysy005074742,2.02,high,112.63646795627407,scooter ,High ,Afternoon,Metropolitian ,Kitchen,12.363978,76.667961
1355,koyp373610104,2.02,high,189.7157680742696,motorcycle ,Jam ,Night,Metropolitian ,Kitchen,27.096431,75.916649
1356,reez975890830,2.02,high,85.64697865153751,motorcycle ,Low ,Morning,Metropolitian ,Home,13.037018,80.264791
1357,obkw948138103,2.02,high,186.93440259833463,scooter ,Jam ,Night,Metropolitian ,Cosmetics,17.520371,78.547225
1358,cmop745273862,2.02,high,89.80011813538702,scooter ,Jam ,Night,Metropolitian ,Kitchen,21.295047,72.91859
1359,cnly920863143,2.02,high,164.0131029773021,motorcycle ,High ,Afternoon,Metropolitian ,Toys,19.034237,72.865553
1360,niet298927338,2.02,high,120.92102094280952,motorcycle ,Jam ,Night,Metropolitian ,Snacks,21.303343,72.922731
1361,qwxm098526729,2.02,high,106.68392483164207,motorcycle ,Low ,Morning,Urban ,Home,21.193343,72.812731
1362,poqr103399421,2.02,high,109.26797178080588,scooter ,Low ,Night,Metropolitian ,Home,12.441072,76.784878
1363,firp099925985,2.02,high,111.169911109771,scooter ,Low ,Night,Metropolitian ,Shoes,17.520448,78.508213
1364,giyh373141090,2.02,high,123.47472623095533,motorcycle ,Jam ,Night,Other,Books,13.062161,77.686014
1365,xzby295152168,2.02,high,110.05889536671457,motorcycle ,Low ,Early Morning,Metropolitian ,Snacks,19.101458,72.837808
1366,qcye565883252,2.02,high,161.07410825015768,motorcycle ,Low ,Night,Metropolitian ,Snacks,11.102477,77.075667
1367,yddn081001830,2.02,high,227.1784934359617,motorcycle ,High ,Afternoon,Metropolitian ,Snacks,22.765747,75.938497
1368,vkzz832219130,2.02,high,149.93685837242748,motorcycle ,High ,Afternoon,Metropolitian ,Pet Supplies,23.397804,85.365146
1369,osxt470762114,2.02,high,115.9078805917952,motorcycle ,High ,Morning,Metropolitian ,Clothing,13.04978,80.228812
1370,kgnl089680514,2.02,high,215.02684443973587,motorcycle ,Jam ,Night,Metropolitian ,Toys,22.842225,75.984765
1371,cvvl503447081,2.02,high,86.57929173972612,motorcycle ,Low ,Night,Metropolitian ,Cosmetics,19.093517,72.91765
1372,mrrp290120430,2.02,high,109.8109773765935,scooter ,Low ,Night,Metropolitian ,Outdoors,26.983987,75.822891
1373,fgos381942626,2.02,high,192.6880411218257,van,Jam ,Night,Metropolitian ,Clothing,11.092298,77.068349
1374,oviz430356863,2.02,high,105.39899394819498,motorcycle ,Low ,Morning,Urban ,Home,23.369407,85.335055
