_row_id,Order_ID,y_pred,risk_level,priority_score,Traffic,Vehicle,Order_Period,Area,Category,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude
16315,bhvv715177528,114.46508688136772,low,1.02,Low ,scooter ,Night,Metropolitian ,Apparel,19.065838,72.832658,19.155838,72.922658
11597,nztp441858015,83.60192068132994,high,2.02,Low ,motorcycle ,Night,Metropolitian ,Toys,21.186608,72.794136,21.276608,72.884136
36877,axgg494165793,144.42397320983423,high,2.02,Low ,motorcycle ,Night,Metropolitian ,Snacks,22.31279,73.170283,22.38279,73.240283
40204,rwgx099788748,76.25889478212031,medium,1.52,Low ,scooter ,Night,Metropolitian ,Toys,22.695207,75.866059,22.765207,75.936059
20192,ajrj580119052,86.18352331179919,high,2.02,Low ,motorcycle ,Night,Metropolitian ,Electronics,21.157735,72.768778,21.237735,72.848778
15101,bwmz595137293,78.33307480371916,low,1.02,Low ,scooter ,Night,Urban ,Outdoors,17.41233,78.449654,17.48233,78.519654
38696,uszm806331299,179.45550251755236,low,1.02,Low ,scooter ,Night,Metropolitian ,Shoes,0.0,0.0,0.07,0.07
34307,ghta322545241,121.32297378552822,low,1.02,Low ,motorcycle ,Night,Metropolitian ,Cosmetics,13.064181,80.236442,13.174181,80.346442
43176,wcow721109531,109.19674658645992,medium,1.52,Low ,scooter ,Night,Metropolitian ,Jewelry,17.431477,78.40035,17.561477,78.53035
40824,knmh073899465,115.8297818573592,low,1.02,Low ,motorcycle ,Night,Metropolitian ,Snacks,12.981615,80.231598,13.061615,80.311598
18261,kcqo319339516,172.61363938554857,low,1.02,Low ,motorcycle ,Night,Metropolitian ,Electronics,26.914142,75.805704,27.024142,75.915704
30337,yxjr748641034,87.09852135838656,low,1.02,Low ,motorcycle ,Night,Urban ,Home,13.091809,80.219104,13.171809,80.299104
9460,xkal637280153,106.27476365811351,medium,1.52,Low ,van,Night,Metropolitian ,Electronics,19.121999,72.908493,19.191999,72.978493
38119,eptr626909341,105.08952335699404,low,1.02,Low ,scooter ,Night,Urban ,Apparel,19.1813,72.836191,19.2613,72.916191
39126,gzgc337230329,85.01012706715244,low,1.02,Low ,motorcycle ,Night,Metropolitian ,Toys,12.979166,77.640709,13.109166,77.770709
1466,ploo363254812,114.90495984980754,low,1.02,Low ,motorcycle ,Night,Metropolitian ,Apparel,13.02978,80.208812,13.13978,80.318812
41310,oioj687771604,63.503058033764695,medium,1.52,Low ,van,Night,Urban ,Books,0.0,0.0,0.08,0.08
36880,fgdv507300667,133.32446787170306,low,1.02,Low ,van,Night,Urban ,Apparel,12.949934,77.699386,13.039934,77.789386
15697,agzi011342648,123.19230750827214,medium,1.52,Low ,motorcycle ,Night,Metropolitian ,Skincare,12.979166,77.640709,13.059166,77.720709
19771,rnik703726176,113.5085025011888,low,1.02,Low ,van,Night,Metropolitian ,Clothing,13.049645,80.242268,13.129645,80.322268
27356,skat340834674,105.97075868902556,low,1.02,Low ,scooter ,Night,Metropolitian ,Sports,18.55144,73.804855,18.63144,73.884855
18519,oacd966413624,75.70984283067199,medium,1.52,Low ,scooter ,Night,Urban ,Skincare,0.0,0.0,0.09,0.09
26990,zdfz251080011,118.64600984568064,low,1.02,Low ,motorcycle ,Night,Metropolitian ,Jewelry,12.323994,76.626167,12.433994,76.736167
29730,juvh163508016,196.10605514020364,medium,1.52,Low ,motorcycle ,Night,Metropolitian ,Home,12.326356,76.619103,12.406356,76.699103
14352,nvlp434676792,179.91063623203777,low,1.02,Low ,scooter ,Night,Metropolitian ,Apparel,0.0,0.0,0.09,0.09
7554,bwjg598031514,13.517633786203682,low,1.02,Low ,motorcycle ,Night,Metropolitian ,Grocery,18.56245,73.916619,18.64245,73.996619
38257,aeah219951264,118.74434276281023,low,1.02,Low ,motorcycle ,Night,Metropolitian ,Snacks,12.98041,77.640489,13.06041,77.720489
2790,zhhk913246782,82.21697370050858,low,1.02,Low ,scooter ,Late Night,Metropolitian ,Shoes,17.429585,78.392621,17.479585,78.442621
27655,hmkb814671479,74.39377861064095,medium,1.52,Low ,motorcycle ,Late Night,Urban ,Skincare,23.359407,85.325055,23.419407,85.385055
22161,mfag163060506,89.6469386061643,medium,1.52,Low ,scooter ,Late Night,Metropolitian ,Electronics,21.157735,72.768778,21.217735,72.828778
21000,ehih295858427,74.06628606585512,low,1.02,Low ,scooter ,Late Night,Urban ,Skincare,11.000762,76.981876,11.030762,77.011876
28192,szfh621492691,27.668319914855967,low,1.02,Low ,motorcycle ,Early Morning,Metropolitian ,Grocery,26.921411,75.793604,26.931411,75.803604
13312,dlmx408336551,100.59044295564593,high,2.02,Low ,motorcycle ,Early Morning,Metropolitian ,Clothing,22.753659,75.903365,22.773659,75.923365
31844,uzyz258648640,67.18877943150353,medium,1.52,Low ,scooter ,Early Morning,Urban ,Cosmetics,17.451976,78.385883,17.471976,78.405883
37318,dsew047721341,92.9424380509074,low,1.02,Low ,scooter ,Early Morning,Metropolitian ,Jewelry,11.000762,76.981876,11.010762,76.991876
32234,jwmr989074506,121.07516826139864,low,1.02,Low ,scooter ,Early Morning,Metropolitian ,Electronics,26.88842,75.800689,26.90842,75.820689
12267,ycyp038395708,98.02267778803106,medium,1.52,Low ,van,Early Morning,Metropolitian ,Kitchen,17.430448,78.418213,17.440448,78.428213
27080,zhku447368434,110.55914350724544,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Outdoors,23.359194,85.325447,23.369194,85.335447
8053,dfac164006762,91.65549915789184,medium,1.52,Low ,scooter ,Early Morning,Metropolitian ,Toys,26.902908,75.792934,26.922908,75.812934
24203,dsgi490026996,75.77780245181258,medium,1.52,Low ,scooter ,Early Morning,Metropolitian ,Apparel,18.539299,73.897902,18.559299,73.917902
42065,mpjo790065029,84.69361430570477,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Outdoors,12.970324,77.645748,12.990324,77.665748
21309,ojqs782899088,127.5758131129547,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Toys,17.431668,78.408321,17.441668,78.418321
2716,vihq896917199,99.9805422867526,high,2.02,Low ,motorcycle ,Early Morning,Urban ,Cosmetics,23.416792,85.316842,23.436792,85.336842
9914,wmzm022150780,88.07437913826348,low,1.02,Low ,motorcycle ,Early Morning,Metropolitian ,Electronics,17.41233,78.449654,17.43233,78.469654
28766,ouyf087307022,124.1737294245577,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Toys,0.0,0.0,0.01,0.01
5863,qsvr512827251,104.54234764685584,low,1.02,Low ,motorcycle ,Early Morning,Metropolitian ,Pet Supplies,22.307898,73.167788,22.317898,73.177788
22713,jebt353521868,75.73278170250718,medium,1.52,Low ,motorcycle ,Early Morning,Urban ,Apparel,11.003681,76.975525,11.023681,76.995525
38240,xhgc010838513,82.78387426948434,medium,1.52,Low ,motorcycle ,Early Morning,Urban ,Toys,13.029198,77.570997,13.039198,77.580997
33999,ripo101744823,73.68762984193116,low,1.02,Low ,van,Early Morning,Metropolitian ,Shoes,19.003517,72.82765,19.023517,72.84765
37014,cjcd358921977,144.16556683962708,medium,1.52,Low ,motorcycle ,Early Morning,Other,Shoes,26.90519,75.810753,26.92519,75.830753
19519,zjus935746308,87.54377863651416,low,1.02,Low ,motorcycle ,Early Morning,Metropolitian ,Jewelry,0.0,0.0,0.01,0.01
30374,opwx238526176,83.55739466712421,low,1.02,Low ,van,Early Morning,Metropolitian ,Home,26.902908,75.792934,26.912908,75.802934
35949,kjbt244464059,91.09153970941558,low,1.02,Low ,motorcycle ,Early Morning,Metropolitian ,Kitchen,22.74806,75.8934,22.76806,75.9134
4643,pjhr719755837,109.0422141499024,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Home,23.359194,85.325447,23.379194,85.345447
23668,zech022820592,146.51540750943985,high,2.02,Low ,motorcycle ,Early Morning,Metropolitian ,Apparel,11.010375,76.95295,11.020375,76.96295
41466,ypfn986400512,84.08866055729735,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Toys,18.994049,72.825203,19.004049,72.835203
33346,rwbd798910593,26.170293515069535,low,1.02,Low ,motorcycle ,Early Morning,Other,Grocery,26.846156,75.8023,26.856156,75.8123
11025,qdzh507333812,74.86428648603757,medium,1.52,Low ,motorcycle ,Early Morning,Urban ,Clothing,12.323994,76.626167,12.333994,76.636167
13039,xkzp875599299,91.4703844932376,medium,1.52,Low ,scooter ,Early Morning,Metropolitian ,Pet Supplies,12.337928,76.617889,12.347928,76.627889
15846,qxki780354379,18.34068738659164,low,1.02,Low ,motorcycle ,Early Morning,Metropolitian ,Grocery,19.121999,72.908493,19.141999,72.928493
7702,wakj398630427,131.79017459664067,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Snacks,22.728163,75.884212,22.738163,75.894212
28091,tdaz820588929,117.86118804107473,low,1.02,Low ,scooter ,Early Morning,Metropolitian ,Sports,12.906229,77.596791,12.916229,77.606791
17069,bkqr060791386,135.6207823193062,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Jewelry,18.994237,72.825553,19.014237,72.845553
26867,xrje332301741,90.147122584507,low,1.02,Low ,scooter ,Early Morning,Urban ,Apparel,21.175104,72.804342,21.185104,72.814342
7040,xzby295152168,110.05889536671457,high,2.02,Low ,motorcycle ,Early Morning,Metropolitian ,Snacks,19.091458,72.827808,19.101458,72.837808
24154,klqy767413307,110.51141926688736,low,1.02,Low ,motorcycle ,Early Morning,Metropolitian ,Kitchen,12.979166,77.640709,12.999166,77.660709
43206,lfmm805749666,110.99661218323736,medium,1.52,Low ,motorcycle ,Early Morning,Urban ,Kitchen,13.005801,80.250744,13.025801,80.270744
29963,mquy360813708,72.83303960030418,low,1.02,Low ,scooter ,Early Morning,Metropolitian ,Snacks,11.008638,76.984311,11.028638,77.004311
12623,ixqx829703291,139.7666470592701,low,1.02,Low ,motorcycle ,Early Morning,Urban ,Apparel,18.554382,73.798206,18.564382,73.808206
43181,awtg913028714,133.6481666158925,low,1.02,Low ,motorcycle ,Early Morning,Metropolitian ,Jewelry,17.431477,78.40035,17.451477,78.42035
25691,sjgz349104301,92.50705213756052,low,1.02,Low ,van,Early Morning,Urban ,Electronics,13.02978,80.208812,13.04978,80.228812
41577,pejf398072094,74.61165154155306,low,1.02,Low ,scooter ,Early Morning,Metropolitian ,Outdoors,22.725748,75.898497,22.745748,75.918497
20893,kjge798982329,120.30242015694355,low,1.02,Low ,van,Early Morning,Metropolitian ,Home,0.0,0.0,0.01,0.01
28056,gpic290297721,81.25188646774619,low,1.02,Low ,scooter ,Early Morning,Metropolitian ,Books,12.323978,76.627961,12.333978,76.637961
14061,tjij598244483,81.07881587515661,low,1.02,Low ,motorcycle ,Early Morning,Metropolitian ,Snacks,22.745049,75.892471,22.755049,75.902471
9727,lfve234396055,122.56202645761408,medium,1.52,Low ,scooter ,Early Morning,Metropolitian ,Sports,12.323194,76.630583,12.343194,76.650583
4945,fnfn088696229,86.69963402515059,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Jewelry,19.12663,72.829976,19.14663,72.849976
6932,ifvn769224573,71.97406879959333,medium,1.52,Low ,van,Early Morning,Other,Apparel,26.892312,75.806896,26.902313,75.816896
28650,okaj520159203,108.78797794115285,low,1.02,Low ,motorcycle ,Early Morning,Metropolitian ,Pet Supplies,0.0,0.0,0.02,0.02
21862,vqzw558111953,29.21584968690272,low,1.02,Low ,scooter ,Early Morning,Metropolitian ,Grocery,23.39925,85.390464,23.41925,85.410464
30367,aepq573120783,78.79252296122642,low,1.02,Low ,motorcycle ,Early Morning,Urban ,Apparel,19.103249,72.846749,19.123249,72.866749
33267,yhpn730000803,24.43505793904201,low,1.02,Low ,motorcycle ,Early Morning,Metropolitian ,Grocery,12.323994,76.626167,12.343994,76.646167
2960,nrma594854781,84.72637452587324,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Clothing,26.892312,75.806896,26.912312,75.826896
25506,fkmu660734465,81.36735379097479,low,1.02,Low ,scooter ,Early Morning,Other,Home,23.357804,85.325146,23.367804,85.335146
34411,zjwn744061566,73.39779269801718,low,1.02,Low ,scooter ,Early Morning,Urban ,Cosmetics,17.45971,78.368855,17.47971,78.388855
3606,hejz533304800,117.23891024633024,low,1.02,Low ,scooter ,Early Morning,Metropolitian ,Shoes,19.254567,72.848923,19.274567,72.868923
12968,qazt400119034,121.77298706605478,low,1.02,Low ,scooter ,Early Morning,Metropolitian ,Electronics,18.546947,73.900626,18.556947,73.910626
42170,xjja147868808,68.77585006883511,medium,1.52,Low ,scooter ,Early Morning,Other,Books,0.0,0.0,0.02,0.02
24267,ldzu197155490,108.53489441942024,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Shoes,13.029198,77.570997,13.049198,77.590997
16638,bdvw554118927,93.28935612890092,low,1.02,Low ,scooter ,Early Morning,Metropolitian ,Electronics,19.065838,72.832658,19.075838,72.842658
20581,lswc918167635,87.74397583706018,low,1.02,Low ,motorcycle ,Early Morning,Metropolitian ,Clothing,12.310972,76.659264,12.320972,76.669264
16167,enrn652641689,76.78700595486899,low,1.02,Low ,scooter ,Early Morning,Urban ,Snacks,18.592718,73.773572,18.612718,73.793572
22056,urjz886730707,89.80079563953018,low,1.02,Low ,scooter ,Early Morning,Metropolitian ,Kitchen,12.975377,77.696664,12.995377,77.716664
7814,rbyr324569866,103.6924539051048,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Kitchen,13.081878,80.248519,13.101878,80.268519
30379,sxgx826309676,72.09338293426724,low,1.02,Low ,scooter ,Early Morning,Urban ,Toys,19.131141,72.813074,19.151141,72.833074
36312,mtcm940268778,118.08763294274203,high,2.02,Low ,motorcycle ,Early Morning,Metropolitian ,Outdoors,12.3085,76.665808,12.3285,76.685808
37196,eftp140037087,78.96544643439874,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Snacks,17.411028,78.329645,17.431028,78.349645
3646,toik829834053,91.30499131176096,medium,1.52,Low ,scooter ,Early Morning,Metropolitian ,Jewelry,18.536562,73.896485,18.556562,73.916485
37674,phdh136588639,70.62630133797667,medium,1.52,Low ,scooter ,Early Morning,Metropolitian ,Snacks,0.0,0.0,0.02,0.02
18922,ieuc484484413,86.63118207673908,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Home,12.906229,77.596791,12.926229,77.616791
32038,ujsu149020829,75.84629439895161,low,1.02,Low ,scooter ,Early Morning,Metropolitian ,Electronics,12.299524,76.64262,12.309524,76.65262
18561,tfrd514034129,102.50885138932418,high,2.02,Low ,motorcycle ,Early Morning,Metropolitian ,Sports,13.022394,80.242439,13.042394,80.262439
9106,evqz616370365,100.8386588806129,low,1.02,Low ,motorcycle ,Early Morning,Metropolitian ,Electronics,26.90294,75.793007,26.92294,75.813007
5061,xiyk728739828,145.09372652776798,medium,1.52,Low ,motorcycle ,Early Morning,Metropolitian ,Toys,17.411028,78.329645,17.421028,78.339645
11851,rdvc046586746,91.53780889736112,low,1.02,Low ,scooter ,Morning,Metropolitian ,Toys,26.910262,75.783013,26.930262,75.803013
38614,mnoz183937324,78.7605755056445,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Snacks,12.933298,77.614293,12.943298,77.624293
668,wjsm256325267,121.23953772784704,low,1.02,Low ,motorcycle ,Morning,Urban ,Pet Supplies,23.357804,85.325146,23.377804,85.345146
23198,gebb778380487,78.75753535502645,low,1.02,Low ,scooter ,Morning,Metropolitian ,Home,17.430448,78.418213,17.450448,78.438213
27424,liyj355797877,70.72475457249763,medium,1.52,Low ,scooter ,Morning,Urban ,Jewelry,18.543626,73.905101,18.563626,73.925101
14316,pdie379860544,87.21110552582519,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Sports,22.725835,75.887648,22.745835,75.907648
11439,glub604658202,71.16343859170154,low,1.02,Low ,van,Morning,Urban ,Apparel,13.086438,80.220672,13.106438,80.240672
11424,wybs324561472,119.189617888925,medium,1.52,Low ,scooter ,Morning,Metropolitian ,Clothing,18.543626,73.905101,18.553626,73.915101
22696,kowv141278827,82.60715439390201,medium,1.52,Low ,motorcycle ,Morning,Urban ,Sports,22.310526,73.170937,22.320526,73.180937
8280,twyc440481910,105.17431234080998,high,2.02,Low ,motorcycle ,Morning,Metropolitian ,Toys,12.913041,77.683237,12.933041,77.703237
33236,jxcr446533238,75.10034655268515,low,1.02,Low ,van,Morning,Metropolitian ,Books,11.001852,76.976268,11.021852,76.996268
11952,ywkj859538995,68.6953728781434,medium,1.52,Low ,scooter ,Morning,Other,Clothing,12.978453,77.643685,12.988453,77.653685
19133,zepy221267268,92.13732153831648,low,1.02,Low ,van,Morning,Urban ,Apparel,19.176269,72.836721,19.186269,72.846721
25891,jviz966617208,114.54547508719004,low,1.02,Low ,scooter ,Morning,Urban ,Jewelry,23.351058,85.325731,23.371058,85.345731
13958,igrd110946382,110.8697969408338,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Sports,19.121999,72.908493,19.131999,72.918493
14024,uzgd630287021,76.9402649903746,low,1.02,Low ,motorcycle ,Morning,Other,Apparel,17.422819,78.449578,17.442819,78.469578
4390,zjna855510884,69.60538433418422,low,1.02,Low ,van,Morning,Urban ,Snacks,11.001852,76.976268,11.011852,76.986268
13739,tsij860916089,98.30883271020464,high,2.02,Low ,motorcycle ,Morning,Metropolitian ,Home,17.483216,78.552111,17.503216,78.572111
19011,qmke827310932,120.36334532044324,medium,1.52,Low ,scooter ,Morning,Metropolitian ,Sports,19.1813,72.836191,19.2013,72.856191
114,alem833315854,72.99527914908646,low,1.02,Low ,motorcycle ,Morning,Other,Sports,12.297954,76.665169,12.307954,76.675169
39816,qzwd385548303,84.5821239959227,low,1.02,Low ,scooter ,Morning,Other,Jewelry,22.751234,75.88949,22.761234,75.89949
9087,bzlc676951478,109.7026681872784,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Toys,12.975996,80.221898,12.995996,80.241898
4113,awls619654445,107.0269612293434,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Books,19.120083,72.907385,19.130083,72.917385
34930,jhvh864000808,112.38522370110763,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Home,13.058616,80.264151,13.078616,80.284151
42379,jgoq696528589,114.8678595126302,low,1.02,Low ,van,Morning,Metropolitian ,Toys,12.334022,76.618203,12.344022,76.628203
29514,ttlo403720782,109.5090707116017,low,1.02,Low ,motorcycle ,Morning,Urban ,Shoes,13.02978,80.208812,13.03978,80.218812
6192,icss554271823,73.05943291897746,medium,1.52,Low ,van,Morning,Urban ,Apparel,12.337978,76.616792,12.357978,76.636792
20413,azpg144950971,89.10513827484452,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Kitchen,12.933284,77.615428,12.953284,77.635428
42156,cwqx368064658,81.99386319303156,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Electronics,22.311603,73.165012,22.331603,73.185012
15955,heyf037758446,124.85767375904244,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Apparel,23.359407,85.325055,23.369407,85.335055
9139,logx909013630,89.50058095864381,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Skincare,21.15276,72.778059,21.17276,72.798059
18156,mjor115986718,111.6327776151048,low,1.02,Low ,motorcycle ,Morning,Urban ,Sports,12.326356,76.619103,12.336356,76.629103
35877,oiwv157415918,111.76662846817348,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Skincare,26.913483,75.803139,26.933483,75.823139
15297,rshj327451407,79.23497719379337,low,1.02,Low ,scooter ,Morning,Metropolitian ,Apparel,12.949934,77.699386,12.969934,77.719386
12618,sdrh784165858,116.05838207525083,low,1.02,Low ,scooter ,Morning,Urban ,Pet Supplies,18.56245,73.916619,18.57245,73.926619
14692,wysm887556050,85.20244147810203,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Home,12.284747,76.625861,12.294747,76.635861
29530,bgoc887541182,100.66594638976952,high,2.02,Low ,motorcycle ,Morning,Urban ,Cosmetics,23.416792,85.316842,23.426792,85.326842
36828,fytn234906793,19.91116479040168,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Grocery,18.636215,73.751081,18.646215,73.761081
27995,nyjq156816432,106.31849343557636,low,1.02,Low ,motorcycle ,Morning,Urban ,Kitchen,26.921411,75.793604,26.941411,75.813604
6587,dfyy949417213,110.97307748819384,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Kitchen,26.913987,75.752891,26.933987,75.772891
21537,iyrd904316348,110.35657192690306,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Jewelry,22.311358,73.164798,22.331358,73.184798
9962,fheg972571701,118.54396379614772,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Home,0.0,0.0,0.02,0.02
5704,bhtj754484475,128.4771160753519,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Home,19.12663,72.829976,19.13663,72.839976
31249,yjbw190337498,107.37922140105826,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Outdoors,18.530963,73.828972,18.550963,73.848972
10200,hhtb272013698,91.00683153761362,medium,1.52,Low ,scooter ,Morning,Urban ,Electronics,26.913483,75.803139,26.923483,75.813139
25247,ewyg874577571,86.81295097385431,high,2.02,Low ,motorcycle ,Morning,Urban ,Electronics,17.440827,78.393391,17.450827,78.403391
9372,hhsh454725855,90.50134076623908,low,1.02,Low ,scooter ,Morning,Metropolitian ,Electronics,21.186608,72.794136,21.196608,72.804136
29030,okbr889772602,73.72095824608397,low,1.02,Low ,scooter ,Morning,Urban ,Outdoors,18.563934,73.915367,18.573935,73.925367
17408,qsnf844473300,107.67807479134852,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Pet Supplies,13.026279,80.174568,13.036279,80.184568
32651,nqny516634463,122.0715441530026,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Clothing,19.207222,72.972281,19.227222,72.992281
29515,ziog178206567,86.0284848157871,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Skincare,12.972161,77.596014,12.992161,77.616014
22314,odoj334094471,85.71053770608873,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Electronics,22.651847,75.881991,22.671847,75.901991
27426,xptr747493312,70.03118207204177,medium,1.52,Low ,scooter ,Morning,Urban ,Skincare,22.311603,73.165012,22.321603,73.175012
24071,dcbj964480772,111.0336044163158,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Kitchen,22.308096,73.167753,22.318096,73.177753
20625,haoz007250309,75.30444719774763,low,1.02,Low ,scooter ,Morning,Metropolitian ,Skincare,21.175975,72.795503,21.185975,72.805503
26099,ulgx924624967,116.30435885684405,medium,1.52,Low ,scooter ,Morning,Metropolitian ,Shoes,21.185047,72.80859,21.195047,72.81859
29650,ruvr094208105,107.82300586112346,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Apparel,11.003681,76.975525,11.013681,76.985525
27096,ekgb794823883,68.67967262465854,low,1.02,Low ,scooter ,Morning,Metropolitian ,Snacks,22.725748,75.898497,22.735747,75.908497
8889,celp851762888,21.38997903202577,low,1.02,Low ,motorcycle ,Morning,Urban ,Grocery,12.297954,76.665169,12.317954,76.685169
31495,ycxa227077258,84.95294311644368,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Books,11.010375,76.95295,11.030375,76.97295
34892,pqpk038615207,75.66150947900155,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Snacks,18.563934,73.915367,18.583935,73.935367
30993,jejm631056916,84.59357451378312,low,1.02,Low ,van,Morning,Metropolitian ,Cosmetics,26.913987,75.752891,26.923987,75.762891
26336,nfqi542351734,72.75530990164367,medium,1.52,Low ,van,Morning,Urban ,Jewelry,0.0,0.0,0.02,0.02
21445,rrkl843180545,123.47515948683684,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Sports,22.311844,73.165081,22.331844,73.185081
31715,undi126930599,12.997691861413802,low,1.02,Low ,scooter ,Morning,Urban ,Grocery,21.157729,72.768726,21.177729,72.788726
36564,yydp501523741,144.59797303556618,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Snacks,17.440827,78.393391,17.460827,78.413391
747,intd941914908,82.99549176258863,high,2.02,Low ,motorcycle ,Morning,Urban ,Clothing,21.175104,72.804342,21.195104,72.824342
18786,ezko919516426,89.6739208603743,low,1.02,Low ,scooter ,Morning,Metropolitian ,Jewelry,12.316967,76.603067,12.326967,76.613067
14509,xilp898219579,72.10596307823258,low,1.02,Low ,scooter ,Morning,Metropolitian ,Outdoors,12.913041,77.683237,12.923041,77.693237
19979,xtvh378103364,108.17626446038749,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Home,26.911378,75.789034,26.921378,75.799034
36920,jrvq019539306,72.30085578908442,medium,1.52,Low ,van,Morning,Urban ,Home,0.0,0.0,0.01,0.01
35793,misr511906797,79.89368033774625,medium,1.52,Low ,scooter ,Morning,Metropolitian ,Electronics,19.120083,72.907385,19.140083,72.927385
36421,jprn175504715,108.4123712236198,low,1.02,Low ,motorcycle ,Morning,Urban ,Outdoors,17.410371,78.437225,17.430371,78.457225
13863,eqgk174664241,94.0628150695756,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Sports,26.902328,75.794257,26.912328,75.804257
38341,ebbp735105965,99.2858937734045,medium,1.52,Low ,motorcycle ,Morning,Urban ,Skincare,10.994136,76.963303,11.014136,76.983303
8496,beqw971626293,120.65328131229089,medium,1.52,Low ,van,Morning,Metropolitian ,Outdoors,13.064181,80.236442,13.084181,80.256442
23631,bzfm736000254,86.97635318149706,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Sports,12.981615,80.231598,13.001615,80.251598
18262,baah349367202,118.00963104342028,low,1.02,Low ,van,Morning,Metropolitian ,Books,22.722634,75.886959,22.732634,75.896959
43404,rlxz349652989,74.12994545212115,low,1.02,Low ,scooter ,Morning,Urban ,Shoes,18.546947,73.900626,18.566947,73.920626
6867,xorl336188004,79.03757093402635,medium,1.52,Low ,motorcycle ,Morning,Urban ,Toys,12.939496,77.625999,12.949496,77.635999
41683,ybds941115193,146.81102666268907,high,2.02,Low ,motorcycle ,Morning,Metropolitian ,Sports,13.049645,80.242268,13.059645,80.252268
28242,aunu240504514,100.71869298268167,medium,1.52,Low ,motorcycle ,Morning,Metropolitian ,Toys,21.170798,72.790489,21.180798,72.800489
25780,nkyv657636855,110.83268218875888,medium,1.52,Low ,motorcycle ,Morning,Other,Toys,13.086438,80.220672,13.096438,80.230672
23199,bjcr901952719,70.19508378066583,medium,1.52,Low ,scooter ,Morning,Urban ,Cosmetics,13.005801,80.250744,13.015801,80.260744
2426,ikst816719823,102.69716250699273,low,1.02,Low ,motorcycle ,Morning,Urban ,Shoes,17.426228,78.407495,17.446228,78.427495
29609,ituh814254063,123.09882628853352,low,1.02,Low ,scooter ,Morning,Metropolitian ,Skincare,21.170096,72.789122,21.180096,72.799122
39294,dytm097148472,76.785445898931,medium,1.52,Low ,motorcycle ,Morning,Urban ,Skincare,22.31279,73.170283,22.32279,73.180283
20517,fzjt964177817,113.36315528708788,high,2.02,Low ,motorcycle ,Morning,Metropolitian ,Home,22.728163,75.884212,22.748163,75.904212
23145,lzkq223107084,92.17773584906882,low,1.02,Low ,scooter ,Morning,Metropolitian ,Toys,19.178321,72.834715,19.198321,72.854715
11800,hecu463384234,134.80127174137954,low,1.02,Low ,motorcycle ,Morning,Urban ,Apparel,12.325461,76.632278,12.345461,76.652278
8100,vkzf718466142,15.985436089845138,low,1.02,Low ,motorcycle ,Morning,Urban ,Grocery,0.0,0.0,0.01,0.01
37119,fqng393558115,78.22266162013354,low,1.02,Low ,motorcycle ,Morning,Metropolitian ,Home,21.170096,72.789122,21.190096,72.809122
